id	ten	tac_gia	license	loai	nguon	dinh_dang	tu_khoa	ghi_cong	cach_lay
84d3936d-18b2-49e2-844c-1ea6dfb7d1f3	Armor rhinoceros png sticker, transparent	?	CC0	illustration	rawpixel	png	armor	"Armor rhinoceros png sticker, transparent" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/image_png_1300/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA3L2pvYjk1NC0xNTgucG5n.png"
88b4b04a-7e32-4518-b903-240811063913	Armored knight png sticker historic	?	CC0	illustration	rawpixel	png	armor	"Armored knight png sticker historic" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/image_png_1300/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA0L2pvYjcxMi0xNTAtcC5wbmc.png"
4d2794be-1d0f-4d34-b25a-d38b389f2044	Armor-vest - Lorc - game-icons	Lorc	CC-BY 3.0	illustration	wikimedia	svg	armor	"Armor-vest - Lorc - game-icons" by Lorc is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/6/6c/Armor-vest_-_Lorc_-_game-icons.svg"
ba0de888-25d8-40b1-9105-ea493fc00da0	Leg-armor - Delapouite - game-icons	Delapouite	CC-BY 3.0	illustration	wikimedia	svg	armor	"Leg-armor - Delapouite - game-icons" by Delapouite is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/9/97/Leg-armor_-_Delapouite_-_game-icons.svg"
d6d350ed-1475-4ab4-9c1d-04c99b19a1c1	Armored-pants - Irongamer - game-icons	Irongamer	CC-BY 3.0	illustration	wikimedia	svg	armor	"Armored-pants - Irongamer - game-icons" by Irongamer is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/0/0f/Armored-pants_-_Irongamer_-_game-icons.svg"
56c1876d-e3a4-4e17-9143-abb9bc285821	Armor-punch - Delapouite - white - game-icons	Delapouite	CC-BY 3.0	illustration	wikimedia	svg	armor	"Armor-punch - Delapouite - white - game-icons" by Delapouite is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/f/fe/Armor-punch_-_Delapouite_-_white_-_game-icons.svg"
4f4ec9cc-8c77-4b44-9358-0b477c231c34	Flag of the 2nd Company, 4th Battalion of the Armored Brigade	Ejército Popular de la RepúblicaMartufellon (vector)	CC0	illustration	wikimedia	svg	armor	"Flag of the 2nd Company, 4th Battalion of the Armored Brigade" by Ejército Popular de la RepúblicaMartufellon (vector) is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/b/b2/Flag_of_the_2nd_Company%2C_4th_Battalion_of_the_Armored_Brigade.svg"
f1f10275-ce68-465a-9554-7331d8eac202	NATO APP-6A Friendly Armor	LockerPicker	CC0	illustration	wikimedia	svg	armor	"NATO APP-6A Friendly Armor" by LockerPicker is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/d/da/NATO_APP-6A_Friendly_Armor.svg"
6ef35ff7-ac0d-4cbd-97c3-287521911644	Armor-upgrade - Delapouite - game-icons	Delapouite	CC-BY 3.0	illustration	wikimedia	svg	armor	"Armor-upgrade - Delapouite - game-icons" by Delapouite is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/3/3e/Armor-upgrade_-_Delapouite_-_game-icons.svg"
7ff32574-3d76-4ef9-af44-de4a96d5379e	Armor rhinoceros illustration	?	CC0	illustration	rawpixel	jpg	armor	"Armor rhinoceros illustration" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA3L2pvYjk1NC0xNTgteC5qcGc.jpg"
eac0236a-b4e2-40d2-bfc9-19b4deac5f26	Armored-pants - Irongamer - white - game-icons	Irongamer	CC-BY 3.0	illustration	wikimedia	svg	armor	"Armored-pants - Irongamer - white - game-icons" by Irongamer is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/9/92/Armored-pants_-_Irongamer_-_white_-_game-icons.svg"
d9f7f729-3bf0-40a4-a80f-d99f79b9f96f	Armored-boomerang - Delapouite - game-icons	Delapouite	CC-BY 3.0	illustration	wikimedia	svg	armor	"Armored-boomerang - Delapouite - game-icons" by Delapouite is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/e/e2/Armored-boomerang_-_Delapouite_-_game-icons.svg"
d7146891-7c3d-47fb-a74e-b2a6d2c0fb6c	Armor-downgrade - Delapouite - white - game-icons	Delapouite	CC-BY 3.0	illustration	wikimedia	svg	armor	"Armor-downgrade - Delapouite - white - game-icons" by Delapouite is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/5/5b/Armor-downgrade_-_Delapouite_-_white_-_game-icons.svg"
0b720a84-ffeb-4ab1-b909-44cf76a25ad5	CoA element - Armored arm with sword	Ssolbergj	CC-BY 4.0	illustration	wikimedia	svg	armor	"CoA element - Armored arm with sword" by Ssolbergj is licensed under CC BY 4.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/4.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/e/ec/CoA_element_-_Armored_arm_with_sword.svg"
35623bb4-7e94-46bd-8e8b-aff73bf3583a	Armor-downgrade - Delapouite - game-icons	Delapouite	CC-BY 3.0	illustration	wikimedia	svg	armor	"Armor-downgrade - Delapouite - game-icons" by Delapouite is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/5/54/Armor-downgrade_-_Delapouite_-_game-icons.svg"
7ebbea56-ad44-4e5a-a49e-f19fd071b84c	Spiked-shoulder-armor - Delapouite - white - game-icons	Delapouite	CC-BY 3.0	illustration	wikimedia	svg	armor	"Spiked-shoulder-armor - Delapouite - white - game-icons" by Delapouite is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/e/ee/Spiked-shoulder-armor_-_Delapouite_-_white_-_game-icons.svg"
55213130-d59e-442b-938b-ecfbc05bdee7	Layered-armor - Lorc - white - game-icons	Lorc	CC-BY 3.0	illustration	wikimedia	svg	armor	"Layered-armor - Lorc - white - game-icons" by Lorc is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/7/7d/Layered-armor_-_Lorc_-_white_-_game-icons.svg"
eb5b1dfb-803a-444e-a539-20eea7b1c447	Chest-armor - Delapouite - white - game-icons	Delapouite	CC-BY 3.0	illustration	wikimedia	svg	armor	"Chest-armor - Delapouite - white - game-icons" by Delapouite is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/7/77/Chest-armor_-_Delapouite_-_white_-_game-icons.svg"
f3d7f4d2-1b5f-47ca-9053-df32c89a3289	Heart-armor - Delapouite - white - game-icons	Delapouite	CC-BY 3.0	illustration	wikimedia	svg	armor	"Heart-armor - Delapouite - white - game-icons" by Delapouite is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/1/15/Heart-armor_-_Delapouite_-_white_-_game-icons.svg"
3d65440c-7d7d-40d5-9953-4df8a84499af	Cape-armor - Delapouite - white - game-icons	Delapouite	CC-BY 3.0	illustration	wikimedia	svg	armor	"Cape-armor - Delapouite - white - game-icons" by Delapouite is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/b/b3/Cape-armor_-_Delapouite_-_white_-_game-icons.svg"
5be93b56-c6a9-4a69-b8bd-01669510006b	Cape-armor - Delapouite - game-icons	Delapouite	CC-BY 3.0	illustration	wikimedia	svg	armor	"Cape-armor - Delapouite - game-icons" by Delapouite is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/b/b3/Cape-armor_-_Delapouite_-_game-icons.svg"
782a995c-15e3-4ff6-a35a-982ba4abd781	Leg-armor - Delapouite - white - game-icons	Delapouite	CC-BY 3.0	illustration	wikimedia	svg	armor	"Leg-armor - Delapouite - white - game-icons" by Delapouite is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/b/bf/Leg-armor_-_Delapouite_-_white_-_game-icons.svg"
d3b15ce0-e483-4fd8-9071-b42736a12db5	Armor-punch - Delapouite - game-icons	Delapouite	CC-BY 3.0	illustration	wikimedia	svg	armor	"Armor-punch - Delapouite - game-icons" by Delapouite is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/1/19/Armor-punch_-_Delapouite_-_game-icons.svg"
b933efb6-045d-43e8-91a8-eb3540ca239f	Chest-armor - Delapouite - game-icons	Delapouite	CC-BY 3.0	illustration	wikimedia	svg	armor	"Chest-armor - Delapouite - game-icons" by Delapouite is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/7/7c/Chest-armor_-_Delapouite_-_game-icons.svg"
19a01f32-d163-48bc-ba0d-18f5add27e6d	Armored-boomerang - Delapouite - white - game-icons	Delapouite	CC-BY 3.0	illustration	wikimedia	svg	armor	"Armored-boomerang - Delapouite - white - game-icons" by Delapouite is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/2/27/Armored-boomerang_-_Delapouite_-_white_-_game-icons.svg"
a6110f46-6795-4e15-8e04-2308d790c06a	MY-TER Order of Sultan Mizan Zainal Abidin of Terengganu - Knight Grand Companion ribbon	Oritsu.me	CC0	illustration	wikimedia	svg	knight	"MY-TER Order of Sultan Mizan Zainal Abidin of Terengganu - Knight Grand Companion ribbon" by Oritsu.me is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/7/78/MY-TER_Order_of_Sultan_Mizan_Zainal_Abidin_of_Terengganu_-_Knight_Grand_Companion_ribbon.svg"
46aea638-c988-4481-8063-3dd9314cb41e	200px ribbon bar of the Knight Bachelor medal (UK)	Blackcat	CC0	illustration	wikimedia	svg	knight	"200px ribbon bar of the Knight Bachelor medal (UK)" by Blackcat is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/a/ad/200px_ribbon_bar_of_the_Knight_Bachelor_medal_%28UK%29.svg"
f2bd0111-5547-413c-adce-28786e70ae41	Ribbon of Knight's Cross of the Iron Cross	Original: KolesnikovEO Vector: Houdinipeter	CC-BY 4.0	illustration	wikimedia	svg	knight	"Ribbon of Knight's Cross of the Iron Cross" by Original: KolesnikovEO Vector: Houdinipeter is licensed under CC BY 4.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/4.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/3/35/Ribbon_of_Knight%27s_Cross_of_the_Iron_Cross.svg"
22641338-4ed0-4e96-9c34-6ca7b8547f64	Knight Bachelor ribbon	Boroduntalk	CC-BY 3.0	illustration	wikimedia	svg	knight	"Knight Bachelor ribbon" by Boroduntalk is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/e/e3/Knight_Bachelor_ribbon.svg"
5412bfc5-fb9d-459a-92fa-1ab1458d83d7	Order of Franz Joseph - Ribbon bar (Knight)	Portunes	CC-BY 3.0	illustration	wikimedia	svg	knight	"Order of Franz Joseph - Ribbon bar (Knight)" by Portunes is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/4/4f/Order_of_Franz_Joseph_-_Ribbon_bar_%28Knight%29.svg"
3834cd1f-169b-451a-8422-4bcfff7db83b	MCO Order of Saint-Charles - Knight BAR	Portunes	CC-BY 3.0	illustration	wikimedia	svg	knight	"MCO Order of Saint-Charles - Knight BAR" by Portunes is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/2/27/MCO_Order_of_Saint-Charles_-_Knight_BAR.svg"
eb105c68-0db7-4085-96de-202479eceaa2	BEL Order of Leopold II - Knight BAR	Oritsu.me	CC0	illustration	wikimedia	svg	knight	"BEL Order of Leopold II - Knight BAR" by Oritsu.me is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/1/1c/BEL_Order_of_Leopold_II_-_Knight_BAR.svg"
3d043711-91f0-48b2-aa26-ab6bf9a1a3ef	MY-TER Order of Sultan Mizan Zainal Abidin of Terengganu - Knight Companion ribbon	Oritsu.me	CC0	illustration	wikimedia	svg	knight	"MY-TER Order of Sultan Mizan Zainal Abidin of Terengganu - Knight Companion ribbon" by Oritsu.me is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/1/1d/MY-TER_Order_of_Sultan_Mizan_Zainal_Abidin_of_Terengganu_-_Knight_Companion_ribbon.svg"
df979fac-0eee-49ae-a5f8-5daddc9934cd	KHM Royal Order of Sahametrei - Knight	มองโกเลีย๔๔	CC0	illustration	wikimedia	svg	knight	"KHM Royal Order of Sahametrei - Knight" by มองโกเลีย๔๔ is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/2/2a/KHM_Royal_Order_of_Sahametrei_-_Knight.svg"
3e18df90-4e44-404e-ba54-271582178020	KHM Royal Order Of Sowathara - Knight rib	มองโกเลีย๔๔	CC0	illustration	wikimedia	svg	knight	"KHM Royal Order Of Sowathara - Knight rib" by มองโกเลีย๔๔ is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/8/8d/KHM_Royal_Order_Of_Sowathara_-_Knight_rib.svg"
079a478f-f0cc-479c-a0f7-3e5cfdb8637e	MY-PAH Order of Al-Sultan Abdullah of Pahang - Knight Grand Companion - SAAS	Oritsu.me	CC-BY 4.0	illustration	wikimedia	svg	knight	"MY-PAH Order of Al-Sultan Abdullah of Pahang - Knight Grand Companion - SAAS" by Oritsu.me is licensed under CC BY 4.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/4.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/1/1d/MY-PAH_Order_of_Al-Sultan_Abdullah_of_Pahang_-_Knight_Grand_Companion_-_SAAS.svg"
f2056b5a-7a06-4cc5-808c-c1f56537238a	MY-NEG Order of Loyalty to Negeri Sembilan - Knight Commander ribbon BAR	Oritsu.me	CC0	illustration	wikimedia	svg	knight	"MY-NEG Order of Loyalty to Negeri Sembilan - Knight Commander ribbon BAR" by Oritsu.me is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/4/46/MY-NEG_Order_of_Loyalty_to_Negeri_Sembilan_-_Knight_Commander_ribbon_BAR.svg"
4528d4d5-e328-4bc7-a5f1-a8895c39e8e2	Knights Templar Logo (Freemasonry)	Brandon Mullins	CC0	illustration	wikimedia	svg	knight	"Knights Templar Logo (Freemasonry)" by Brandon Mullins is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/5/5b/Knights_Templar_Logo_%28Freemasonry%29.svg"
68e93226-0e4f-4fbe-97e8-a50856a3cbd3	New Zealand - Poor Knights Islands location map	Michal Klajban	CC-BY 4.0	illustration	wikimedia	svg	knight	"New Zealand - Poor Knights Islands location map" by Michal Klajban is licensed under CC BY 4.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/4.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/3/3f/New_Zealand_-_Poor_Knights_Islands_location_map.svg"
bdc477f9-2498-480a-bb0d-01de2cf6f6ea	Russian Knights insignia	Russian Air Force	CC-BY 2.5	illustration	wikimedia	svg	knight	"Russian Knights insignia" by Russian Air Force is licensed under CC BY 2.5. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.5/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/c/c9/Russian_Knights_insignia.svg"
4e7726c7-ff39-4929-9086-9358bcbcf534	MY-NEG Order of Loyalty to Negeri Sembilan - Knight Grand Companion ribbon BAR	Oritsu.me	CC0	illustration	wikimedia	svg	knight	"MY-NEG Order of Loyalty to Negeri Sembilan - Knight Grand Companion ribbon BAR" by Oritsu.me is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/3/3f/MY-NEG_Order_of_Loyalty_to_Negeri_Sembilan_-_Knight_Grand_Companion_ribbon_BAR.svg"
7917d169-8727-4bad-974d-32550c210350	Iron County Wisconsin incorporated and unincorporated areas Knight highlighted	Rcsprinter123	CC-BY 3.0	illustration	wikimedia	svg	knight	"Iron County Wisconsin incorporated and unincorporated areas Knight highlighted" by Rcsprinter123 is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/f/fd/Iron_County_Wisconsin_incorporated_and_unincorporated_areas_Knight_highlighted.svg"
47e78866-d305-415b-b292-eaa30af63586	Moon Knight Logo	Josephzbazin	CC0	illustration	wikimedia	svg	knight	"Moon Knight Logo" by Josephzbazin is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/b/b8/Moon_Knight_Logo.svg"
8549341b-618d-4d6d-bf3b-077cedb61888	MY-PEN Order of the Defender of State - Knight Grand Commander ribbon BAR	Oritsu.me	CC0	illustration	wikimedia	svg	knight	"MY-PEN Order of the Defender of State - Knight Grand Commander ribbon BAR" by Oritsu.me is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/0/01/MY-PEN_Order_of_the_Defender_of_State_-_Knight_Grand_Commander_ribbon_BAR.svg"
355fe561-2c35-4839-89de-d93c6fffc50e	COL Order of Boyaca - Knight BAR	Oritsu.me	CC0	illustration	wikimedia	svg	knight	"COL Order of Boyaca - Knight BAR" by Oritsu.me is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/0/07/COL_Order_of_Boyaca_-_Knight_BAR.svg"
9e988417-86ac-4f73-933c-67c7c05003e6	Coat of arms of the Knights of the Cross with the Red Star	L'Oblat	CC0	illustration	wikimedia	svg	knight	"Coat of arms of the Knights of the Cross with the Red Star" by L'Oblat is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/c/c7/Coat_of_arms_of_the_Knights_of_the_Cross_with_the_Red_Star.svg"
8ac59fad-8c27-4da8-bb4d-c34bb652fecd	KHM Order of Queen Kossomak - Knight	มองโกเลีย๔๔	CC0	illustration	wikimedia	svg	knight	"KHM Order of Queen Kossomak - Knight" by มองโกเลีย๔๔ is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/c/c8/KHM_Order_of_Queen_Kossomak_-_Knight.svg"
6298fe55-c1e1-4ef7-b0a1-594a8f2796f8	Knights-templar-letters-horizontal	Toebes	CC0	illustration	wikimedia	svg	knight	"Knights-templar-letters-horizontal" by Toebes is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/3/31/Knights-templar-letters-horizontal.svg"
64b5f822-5ca8-415b-9ae0-5f515ce34ad3	Font Awesome 5 solid chess-knight	Font Awesome	CC-BY 4.0	illustration	wikimedia	svg	knight	"Font Awesome 5 solid chess-knight" by Font Awesome is licensed under CC BY 4.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/4.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/a/ac/Font_Awesome_5_solid_chess-knight.svg"
7fcf0a00-e75a-4b7f-88c9-6995575b33f8	Star Wars Jedi Knight II Jedi Outcast Logo	Maximator2000	CC0	illustration	wikimedia	svg	knight	"Star Wars Jedi Knight II Jedi Outcast Logo" by Maximator2000 is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/c/cc/Star_Wars_Jedi_Knight_II_Jedi_Outcast_Logo.svg"
1ec2d461-e6c5-4112-8027-7103e30d2f49	70px ribbon bar of the Star of Italy - Knight	Blackcat	CC0	illustration	wikimedia	svg	knight	"70px ribbon bar of the Star of Italy - Knight" by Blackcat is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/5/59/70px_ribbon_bar_of_the_Star_of_Italy_-_Knight.svg"
0f3e194c-4f23-4174-bb6d-6ae3829722de	Rushmoor Knights 2025	Msstarsman	CC0	illustration	wikimedia	svg	knight	"Rushmoor Knights 2025" by Msstarsman is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/e/e4/Rushmoor_Knights_2025.svg"
86844cf3-fa76-4675-abb5-67ae4a868a26	Knight armour clipart, vintage illustration	?	CC0	illustration	rawpixel	eps	knight	"Knight armour clipart, vintage illustration" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA0L2pvYjcxMS0wMzEtdi5qcGc.jpg"
70ce24cb-583d-4b1f-8e8b-130f4de7c6f1	Knight clipart, medieval cartoon illustration	?	CC0	illustration	rawpixel	eps	knight	"Knight clipart, medieval cartoon illustration" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvam9iNjg0LTI2OS12LmpwZw.jpg"
83bb560d-0e79-4800-aa38-9c8ee5c7aa36	Knight png illustration, transparent background	?	CC0	illustration	rawpixel	png	knight	"Knight png illustration, transparent background" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/image_png_1300/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA4L2pvYjk2MS0wMTM1LnBuZw.png"
4be59d2a-0db3-47da-b4a8-294765cd8137	Knight armour png sticker, vintage	?	CC0	illustration	rawpixel	png	knight	"Knight armour png sticker, vintage" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/image_png_1300/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA0L2pvYjcxMS0wMzEtcC5wbmc.png"
ba73cc78-18b3-4a13-92ef-e4da680127c2	Knight png illustration, transparent background	?	CC0	illustration	rawpixel	png	knight	"Knight png illustration, transparent background" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/image_png_1300/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA4L2pvYjk1My0wNTkucG5n.png"
45b206fb-a11d-44d7-896b-1d839b526cda	Knight sticker, medieval cartoon illustration	?	CC0	illustration	rawpixel	psd	knight	"Knight sticker, medieval cartoon illustration" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA0L2pvYjY4NC0yNjkuanBn.jpg"
fbd4ce36-efe1-45da-91d3-27d92417c8e8	Knight armour drawing, vintage illustration	?	CC0	illustration	rawpixel	psd	knight	"Knight armour drawing, vintage illustration" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA0L2pvYjcxMS0wMzEuanBn.jpg"
121cca66-6491-4e40-b5db-a8f0f659c3da	Knight png sticker illustration, transparent	?	CC0	illustration	rawpixel	png	knight	"Knight png sticker illustration, transparent" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/image_png_1300/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcxOS0yMTUtcC5wbmc.png"
590a20e7-a5ec-40b7-b11e-2daa6d77994e	Knight drawing, antique illustration vector	?	CC0	illustration	rawpixel	eps	knight	"Knight drawing, antique illustration vector" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA0L2pvYjcxMi0wNTYtdi5qcGc.jpg"
b4f44b25-1481-4fee-9605-add94c286776	Knight helmet png illustration, transparent	?	CC0	illustration	rawpixel	png	knight	"Knight helmet png illustration, transparent" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/image_png_1300/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA4L2pvYjk1My0wOTYucG5n.png"
