duong_dan	ten	tac_gia	license	loai	cach_lay
/content/little-flame-character	Little Flame Character	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/little-flame-character roi tai tay
/content/brass-dialog	Brass Dialog	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/brass-dialog roi tai tay
/content/arvorescubicas	Arvores_cubicas	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/arvorescubicas roi tai tay
/content/wild-rogue	Wild Rogue	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/wild-rogue roi tai tay
/content/gi-outfit-cabbit-style	Gi Outfit - Cabbit Style	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/gi-outfit-cabbit-style roi tai tay
/content/welcome-to-the-arena	Welcome to The Arena!	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/welcome-to-the-arena roi tai tay
/content/rpg-maker-y-monster-sprites	RPG Maker-y Monster Sprites!	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/rpg-maker-y-monster-sprites roi tai tay
/content/game-ui-pack	Game UI Pack	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/game-ui-pack roi tai tay
/content/trevor-overland	Trevor - Overland	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/trevor-overland roi tai tay
/content/lil-grim-pet-or-npc	Lil grim pet or npc	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/lil-grim-pet-or-npc roi tai tay
/content/cute-2d-animals	Cute 2D Animals	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/cute-2d-animals roi tai tay
/content/work-in-progress-grass-and-bricks-tileset-items-and-a-character-pixel-art-v2	[Work In Progress] Grass and Bricks tileset. Items. And a character! Pixel Art v2	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/work-in-progress-grass-and-bricks-tileset-items-and-a-character-pixel-art-v2 roi tai tay
/content/puzzle-bobble	Puzzle Bobble	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/puzzle-bobble roi tai tay
/content/tileset-base	Tileset Base	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/tileset-base roi tai tay
/content/speed-runners-2	Speed Runners 2	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/speed-runners-2 roi tai tay
/content/iron-plague-killer2bmp	Iron Plague: Killer2.bmp	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/iron-plague-killer2bmp roi tai tay
/content/shields	shields	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/shields roi tai tay
/content/item-icon-recolors	Item Icon Recolors	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/item-icon-recolors roi tai tay
/content/goblets	Goblets	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/goblets roi tai tay
/content/nutty-grave	Nutty Grave	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/nutty-grave roi tai tay
/content/backgrounds-game-art	Backgrounds - Game Art	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/backgrounds-game-art roi tai tay
/content/airplanes-and-explosions-gameboy-style	Airplanes and Explosions (Gameboy style)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/airplanes-and-explosions-gameboy-style roi tai tay
/content/punkrobot	PunkRobot	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/punkrobot roi tai tay
/content/bazooka	bazooka	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/bazooka roi tai tay
/content/fpstps-hud-ui	FPS/TPS HUD / UI	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/fpstps-hud-ui roi tai tay
/content/16x16-pixel-art-staff	16x16 pixel art staff	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/16x16-pixel-art-staff roi tai tay
/content/animated-tomato-head-character	Animated tomato head character	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/animated-tomato-head-character roi tai tay
/content/running-unicorn	Running unicorn	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/running-unicorn roi tai tay
/content/32px-rpg-cluttericons-plus-64px-book-stack	32px RPG Clutter/Icons (plus 64px book stack)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/32px-rpg-cluttericons-plus-64px-book-stack roi tai tay
/content/metal-tiles-collection	Metal Tiles collection	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/metal-tiles-collection roi tai tay
/content/icon-achievement	Icon-Achievement	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/icon-achievement roi tai tay
/content/snowy-queen	Snowy Queen	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/snowy-queen roi tai tay
/content/comic-explosion-kaboom	Comic explosion (Kaboom)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/comic-explosion-kaboom roi tai tay
/content/wooden-fence-2d	Wooden Fence 2D	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/wooden-fence-2d roi tai tay
/content/topdown-wizard	Topdown Wizard	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/topdown-wizard roi tai tay
/content/easter-bunny	Easter Bunny	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/easter-bunny roi tai tay
/content/oga-spring-2020-game-jam	OGA Spring 2020 Game Jam	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/oga-spring-2020-game-jam roi tai tay
/content/dominos	Dominos	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/dominos roi tai tay
/content/ship-recoloring-001-for-gm-game	Ship recoloring 001 for GM game	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/ship-recoloring-001-for-gm-game roi tai tay
/content/hand-drawn-bitmap-font	Hand-drawn bitmap font	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/hand-drawn-bitmap-font roi tai tay
/content/16x16-puzzle-kit	16x16 Puzzle Kit	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/16x16-puzzle-kit roi tai tay
/content/old-style-web-icons-simple	Old Style Web Icons (Simple)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/old-style-web-icons-simple roi tai tay
/content/strategy-objects-vulcanic-fantasy-theme	Strategy Objects - Vulcanic Fantasy Theme	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/strategy-objects-vulcanic-fantasy-theme roi tai tay
/content/pixel-officer	pixel officer	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/pixel-officer roi tai tay
/content/city-pixelart-background	City pixelart background	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/city-pixelart-background roi tai tay
/content/anime-martial-arts-3	Anime martial arts 3	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/anime-martial-arts-3 roi tai tay
/content/girl-with-glasses	Girl with Glasses	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/girl-with-glasses roi tai tay
/content/tractors-for-arcade-game	Tractors for arcade game	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/tractors-for-arcade-game roi tai tay
/content/noodles	noodles	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/noodles roi tai tay
/content/large-mushroom	Large Mushroom	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/large-mushroom roi tai tay
/content/adorable-animated-platformer-enemies	Adorable animated platformer enemies	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/adorable-animated-platformer-enemies roi tai tay
/content/explosion-from-synthia-and-friends	Explosion from Synthia and Friends	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/explosion-from-synthia-and-friends roi tai tay
/content/rain-animation	Rain Animation	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/rain-animation roi tai tay
/content/puck-thief	Puck - Thief	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/puck-thief roi tai tay
/content/2d-circle-graphic-archive-fencdambmp	2D Circle Graphic Archive: FENCDAM.bmp	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/2d-circle-graphic-archive-fencdambmp roi tai tay
/content/various-pixel-fonts	various pixel fonts	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/various-pixel-fonts roi tai tay
/content/dinosaur-2d	Dinosaur 2D	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/dinosaur-2d roi tai tay
/content/cowboy-with-revolver	Cowboy with revolver	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/cowboy-with-revolver roi tai tay
/content/pirate-cat	Pirate Cat	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/pirate-cat roi tai tay
/content/isometric-rocks	Isometric rocks	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/isometric-rocks roi tai tay
/content/triton	triton	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/triton roi tai tay
/content/thunder-hammer	Thunder Hammer	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/thunder-hammer roi tai tay
/content/64-x-64-animated-plane	64 x 64 Animated plane	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/64-x-64-animated-plane roi tai tay
/content/monster-pack-18-remix	Monster Pack 18 Remix	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/monster-pack-18-remix roi tai tay
/content/room-with-window	ROOM WITH WINDOW	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/room-with-window roi tai tay
/content/evilflygamecharacter	Evil_Fly_Game_Character	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/evilflygamecharacter roi tai tay
/content/wall-cracked-asphalt	Wall+ Cracked Asphalt	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/wall-cracked-asphalt roi tai tay
/content/menu-buttons	menu buttons	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/menu-buttons roi tai tay
/content/slot-machine-resource-pack	Slot Machine Resource Pack	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/slot-machine-resource-pack roi tai tay
/content/pixel-art-laboffice-tiles	Pixel Art Lab/Office Tiles	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/pixel-art-laboffice-tiles roi tai tay
/content/lpc-expanded-simple-shirts	[LPC Expanded] Simple Shirts	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/lpc-expanded-simple-shirts roi tai tay
/content/puck-wizard	Puck - Wizard	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/puck-wizard roi tai tay
/content/ui-graphics	ui graphics	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/ui-graphics roi tai tay
/content/bombertux-level	Bombertux level	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/bombertux-level roi tai tay
/content/150kmph-3color-palette-aircraft	150KMPH 3Color Palette Aircraft	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/150kmph-3color-palette-aircraft roi tai tay
/content/tiny-horses	Tiny Horses	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/tiny-horses roi tai tay
/content/flappy-bunny	Flappy Bunny	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/flappy-bunny roi tai tay
/content/big-anime-guy	Big anime guy	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/big-anime-guy roi tai tay
/content/monster-pack-19-remix	Monster Pack 19 Remix	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/monster-pack-19-remix roi tai tay
/content/16x16-water-lava-sprites	16x16 WATER & LAVA SPRITES	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/16x16-water-lava-sprites roi tai tay
/content/mantisgamecharacter	Mantis_Game_Character	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/mantisgamecharacter roi tai tay
/content/ringed-planet-photoshop-source-files	Ringed Planet Photoshop Source Files	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/ringed-planet-photoshop-source-files roi tai tay
/content/ink-lines-tileset	Ink Lines Tileset	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/ink-lines-tileset roi tai tay
/content/lucky-charm	Lucky Charm	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/lucky-charm roi tai tay
/content/planetcute-character-cat-girlpng	PlanetCute: Character Cat Girl.png	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/planetcute-character-cat-girlpng roi tai tay
/content/iron-plague-killerbmp	Iron Plague: Killer.bmp	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/iron-plague-killerbmp roi tai tay
/content/penguin-dansen	Penguin Dansen	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/penguin-dansen roi tai tay
/content/pixel-flame-animation	Pixel Flame Animation	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/pixel-flame-animation roi tai tay
/content/planet2	planet2	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/planet2 roi tai tay
/content/top-down-animated-oasis	Top down animated oasis	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/top-down-animated-oasis roi tai tay
/content/vehicles-01-trucks	Vehicles 01 - Trucks	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/vehicles-01-trucks roi tai tay
/content/basic-arkanoid-pack	Basic Arkanoid pack	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/basic-arkanoid-pack roi tai tay
/content/tower-sprite-tower-defense-asset-for-2d-games	Tower Sprite - Tower Defense Asset for 2D Games	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/tower-sprite-tower-defense-asset-for-2d-games roi tai tay
/content/monster-pack-9-remix	Monster Pack 9 Remix	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/monster-pack-9-remix roi tai tay
/content/set-of-background-for-dungeon-room-2	set of background for dungeon room 2	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/set-of-background-for-dungeon-room-2 roi tai tay
/content/baseballzombiegamecharacter	Baseball_Zombie_Game_Character	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/baseballzombiegamecharacter roi tai tay
/content/heliotropos-the-purple-ringed-planet	Heliotropos, the Purple Ringed Planet	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/heliotropos-the-purple-ringed-planet roi tai tay
/content/open-map-one	Open Map One	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/open-map-one roi tai tay
/content/lich-death-knight-and-fallen-warrior	Lich, death knight and fallen warrior	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/lich-death-knight-and-fallen-warrior roi tai tay
/content/small-jewels	Small jewels	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/small-jewels roi tai tay
/content/isometric-potion-bottles	Isometric Potion Bottles	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/isometric-potion-bottles roi tai tay
/content/future-city	Future city	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/future-city roi tai tay
/content/brown-pixel-gui	Brown Pixel Gui	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/brown-pixel-gui roi tai tay
/content/smallworld-graphics	SmallWorld Graphics	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/smallworld-graphics roi tai tay
/content/loyalty-lies-monsters-earth-monster-01	Loyalty Lies Monsters - Earth Monster 01	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/loyalty-lies-monsters-earth-monster-01 roi tai tay
/content/top-down-woodsman-animations	Top down woodsman animations	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/top-down-woodsman-animations roi tai tay
/content/background-dark-city	Background Dark City	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/background-dark-city roi tai tay
/content/2d-adventure-sprite	2D Adventure Sprite	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/2d-adventure-sprite roi tai tay
/content/clouds-bg-version-2	Clouds BG - version 2	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/clouds-bg-version-2 roi tai tay
/content/antman	Antman	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/antman roi tai tay
/content/space-bot	Space Bot	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/space-bot roi tai tay
/content/mumie	Mumie	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/mumie roi tai tay
/content/bronze-knight	Bronze Knight	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/bronze-knight roi tai tay
/content/red-orc	Red Orc	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/red-orc roi tai tay
/content/prison-jumpsuit	Prison Jumpsuit	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/prison-jumpsuit roi tai tay
/content/scene-tileset-0	scene tileset	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/scene-tileset-0 roi tai tay
/content/cute-monsters-a-e	Cute Monsters A-E	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/cute-monsters-a-e roi tai tay
/content/pixel-space-gui	Pixel Space Gui	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/pixel-space-gui roi tai tay
/content/2d-circle-graphic-archive-townjntbmp	2D Circle Graphic Archive: TOWNJNT.bmp	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/2d-circle-graphic-archive-townjntbmp roi tai tay
/content/low-pixel-grass-flower-duck-hat-carrot	Low-pixel grass, flower, duck, hat & carrot	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/low-pixel-grass-flower-duck-hat-carrot roi tai tay
/content/9-portaits-108px	9 Portaits-108px	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/9-portaits-108px roi tai tay
/content/animated-torch	Animated Torch	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/animated-torch roi tai tay
/content/knight-swinging-sword	Knight swinging sword	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/knight-swinging-sword roi tai tay
/content/icon	ICON	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/icon roi tai tay
/content/two-box-tileset-for-platformer-game	Two box tileset for platformer game	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/two-box-tileset-for-platformer-game roi tai tay
/content/gold-coin-2	Gold Coin	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/gold-coin-2 roi tai tay
/content/crazy-wizard	Crazy Wizard	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/crazy-wizard roi tai tay
/content/mitheral-knight	Mitheral Knight	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/mitheral-knight roi tai tay
/content/chadmandoo-random-fighter	Chadmandoo Random Fighter	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/chadmandoo-random-fighter roi tai tay
/content/killing-contraption-5	Killing contraption 5	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/killing-contraption-5 roi tai tay
/content/isometric-office-5	Isometric office 5	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/isometric-office-5 roi tai tay
/content/ring-collection-32x32-pixels-222-assorted-color-styles	Ring Collection 32x32 pixels. 222 assorted color / styles	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/ring-collection-32x32-pixels-222-assorted-color-styles roi tai tay
