duong_dan	ten	tac_gia	license	loai	cach_lay
/content/low-poly-tools	Low Poly Tools	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-tools roi tai tay
/content/3d-lod-pipe-construction-set	3D LOD Pipe-construction-set	?	CC0	3D Art	mo https://opengameart.org/content/3d-lod-pipe-construction-set roi tai tay
/content/3d-infernal-sword	3D - Infernal Sword	?	CC0	3D Art	mo https://opengameart.org/content/3d-infernal-sword roi tai tay
/content/scifi-weapon	SciFi Weapon	?	CC0	3D Art	mo https://opengameart.org/content/scifi-weapon roi tai tay
/content/low-poly-bug-robot	Low Poly Bug Robot	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-bug-robot roi tai tay
/content/low-poly-space-assets	Low poly space assets	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-space-assets roi tai tay
/content/low-poly-key	Low poly key	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-key roi tai tay
/content/low-poly-robot	Low poly robot	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-robot roi tai tay
/content/statue-holding-lightpost	Statue holding Lightpost	?	CC0	3D Art	mo https://opengameart.org/content/statue-holding-lightpost roi tai tay
/content/walk-cycles	Walk Cycles	?	CC0	3D Art	mo https://opengameart.org/content/walk-cycles roi tai tay
/content/white-rhinoceros	White Rhinoceros	?	CC0	3D Art	mo https://opengameart.org/content/white-rhinoceros roi tai tay
/content/universal-animation-library	Universal Animation Library	?	CC0	3D Art	mo https://opengameart.org/content/universal-animation-library roi tai tay
/content/stylized-nature-megakit	Stylized Nature MegaKit	?	CC0	3D Art	mo https://opengameart.org/content/stylized-nature-megakit roi tai tay
/content/animated-lowpoly-robot	Animated LowPoly Robot	?	CC0	3D Art	mo https://opengameart.org/content/animated-lowpoly-robot roi tai tay
/content/basic-torch-particles	Basic Torch With Particles	?	CC0	3D Art	mo https://opengameart.org/content/basic-torch-particles roi tai tay
/content/pinguin-low-poly	Pinguin (low poly)	?	CC0	3D Art	mo https://opengameart.org/content/pinguin-low-poly roi tai tay
/content/raven-0	Raven	?	CC0	3D Art	mo https://opengameart.org/content/raven-0 roi tai tay
/content/long-hairstyle-for-male-model	Long hairstyle for male model	?	CC0	3D Art	mo https://opengameart.org/content/long-hairstyle-for-male-model roi tai tay
/content/realistic-rocksboulders	Realistic Rocks/Boulders	?	CC0	3D Art	mo https://opengameart.org/content/realistic-rocksboulders roi tai tay
/content/cemetery	Cemetery	?	CC0	3D Art	mo https://opengameart.org/content/cemetery roi tai tay
/content/arabian-house	Arabian house	?	CC0	3D Art	mo https://opengameart.org/content/arabian-house roi tai tay
/content/axe-0	Axe	?	CC0	3D Art	mo https://opengameart.org/content/axe-0 roi tai tay
/content/old-medieval-house	Old Medieval House	?	CC0	3D Art	mo https://opengameart.org/content/old-medieval-house roi tai tay
/content/lemur	Lemur	?	CC0	3D Art	mo https://opengameart.org/content/lemur roi tai tay
/content/swamp-limule	Swamp Limule	?	CC0	3D Art	mo https://opengameart.org/content/swamp-limule roi tai tay
/content/building-kit	Building Kit	?	CC0	3D Art	mo https://opengameart.org/content/building-kit roi tai tay
/content/fantasy-props-megakit	Fantasy Props MegaKit	?	CC0	3D Art	mo https://opengameart.org/content/fantasy-props-megakit roi tai tay
/content/low-poly-space-pack	Low Poly Space Pack	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-space-pack roi tai tay
/content/human-skull-0	Human Skull	?	CC0	3D Art	mo https://opengameart.org/content/human-skull-0 roi tai tay
/content/textured-cute-monster-pack	Textured Cute Monster Pack	?	CC0	3D Art	mo https://opengameart.org/content/textured-cute-monster-pack roi tai tay
/content/magnetic-bomb-pack	Magnetic Bomb Pack	?	CC0	3D Art	mo https://opengameart.org/content/magnetic-bomb-pack roi tai tay
/content/low-poly-3d-pig	Low Poly 3D pig	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-3d-pig roi tai tay
/content/low-poly-asset-pack	Low Poly Asset Pack	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-asset-pack roi tai tay
/content/laptop-0	Laptop	?	CC0	3D Art	mo https://opengameart.org/content/laptop-0 roi tai tay
/content/futuristic-weapons	Futuristic weapons	?	CC0	3D Art	mo https://opengameart.org/content/futuristic-weapons roi tai tay
/content/dog-low-poly-rigged	Dog Low Poly (Rigged)	?	CC0	3D Art	mo https://opengameart.org/content/dog-low-poly-rigged roi tai tay
/content/wlilys-characters	wlily's characters	?	CC0	3D Art	mo https://opengameart.org/content/wlilys-characters roi tai tay
/content/n64-style-fantasy-guns-weapons-and-items	N64 Style Fantasy Guns, Weapons, and Items	?	CC0	3D Art	mo https://opengameart.org/content/n64-style-fantasy-guns-weapons-and-items roi tai tay
/content/low-poly-furniture-1	Low poly furniture	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-furniture-1 roi tai tay
/content/stylized-vases-and-pots	Stylized Vases And Pots	?	CC0	3D Art	mo https://opengameart.org/content/stylized-vases-and-pots roi tai tay
/content/clock-bomb	Clock bomb	?	CC0	3D Art	mo https://opengameart.org/content/clock-bomb roi tai tay
/content/free-vegetation-asset-pack	free vegetation asset pack	?	CC0	3D Art	mo https://opengameart.org/content/free-vegetation-asset-pack roi tai tay
/content/white-bear-low-poly	White Bear (Low poly)	?	CC0	3D Art	mo https://opengameart.org/content/white-bear-low-poly roi tai tay
/content/character3d-lowpoly	Character3D Lowpoly	?	CC0	3D Art	mo https://opengameart.org/content/character3d-lowpoly roi tai tay
/content/round-shield-1	Round Shield 1	?	CC0	3D Art	mo https://opengameart.org/content/round-shield-1 roi tai tay
/content/robot-pack-3d	Robot pack 3D	?	CC0	3D Art	mo https://opengameart.org/content/robot-pack-3d roi tai tay
/content/wolf-low-poly-rigged	Wolf Low Poly (Rigged)	?	CC0	3D Art	mo https://opengameart.org/content/wolf-low-poly-rigged roi tai tay
/content/round-shield-2	Round Shield 2	?	CC0	3D Art	mo https://opengameart.org/content/round-shield-2 roi tai tay
/content/sci-fi-rifle	Sci-Fi Rifle	?	CC0	3D Art	mo https://opengameart.org/content/sci-fi-rifle roi tai tay
/content/compass-pbrunity-cc0	Compass PBR(Unity) CC0	?	CC0	3D Art	mo https://opengameart.org/content/compass-pbrunity-cc0 roi tai tay
/content/cementery-gate	cementery gate	?	CC0	3D Art	mo https://opengameart.org/content/cementery-gate roi tai tay
/content/office-desk-and-chair-set	Office Desk and Chair Set	?	CC0	3D Art	mo https://opengameart.org/content/office-desk-and-chair-set roi tai tay
/content/stapler	Stapler	?	CC0	3D Art	mo https://opengameart.org/content/stapler roi tai tay
/content/4-piece-stonehenge-opendungeons	4-piece stonehenge [OpenDungeons]	?	CC0	3D Art	mo https://opengameart.org/content/4-piece-stonehenge-opendungeons roi tai tay
/content/old-phone	OLD Phone	?	CC0	3D Art	mo https://opengameart.org/content/old-phone roi tai tay
/content/simple-axe	Simple Axe	?	CC0	3D Art	mo https://opengameart.org/content/simple-axe roi tai tay
/content/stone-axe-pickaxe	Stone Axe & Pickaxe	?	CC0	3D Art	mo https://opengameart.org/content/stone-axe-pickaxe roi tai tay
/content/sword-flat-shaded	Sword - Flat Shaded	?	CC0	3D Art	mo https://opengameart.org/content/sword-flat-shaded roi tai tay
/content/medieval-buildings-pack	Medieval Buildings Pack	?	CC0	3D Art	mo https://opengameart.org/content/medieval-buildings-pack roi tai tay
/content/3d-mese-crystal	3D (Mese) Crystal	?	CC0	3D Art	mo https://opengameart.org/content/3d-mese-crystal roi tai tay
/content/mossy-rock-environment-pack	mossy rock environment pack	?	CC0	3D Art	mo https://opengameart.org/content/mossy-rock-environment-pack roi tai tay
/content/mini-dungeon	Mini Dungeon	?	CC0	3D Art	mo https://opengameart.org/content/mini-dungeon roi tai tay
/content/fantasy-torch-pack-3	fantasy torch pack 3	?	CC0	3D Art	mo https://opengameart.org/content/fantasy-torch-pack-3 roi tai tay
/content/terraforming-building-pack	Terraforming Building Pack	?	CC0	3D Art	mo https://opengameart.org/content/terraforming-building-pack roi tai tay
/content/low-poly-potions-0	Low Poly Potions	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-potions-0 roi tai tay
/content/revolver-lowpoly	Revolver (lowpoly)	?	CC0	3D Art	mo https://opengameart.org/content/revolver-lowpoly roi tai tay
/content/bed	Bed	?	CC0	3D Art	mo https://opengameart.org/content/bed roi tai tay
/content/lowpoly-steampunk-turrets	LowPoly Steampunk Turrets	?	CC0	3D Art	mo https://opengameart.org/content/lowpoly-steampunk-turrets roi tai tay
/content/racing-circuit	Racing Circuit	?	CC0	3D Art	mo https://opengameart.org/content/racing-circuit roi tai tay
/content/low-poly-pirate-pack	Low poly pirate pack	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-pirate-pack roi tai tay
/content/anime-female-body	Anime female body	?	CC0	3D Art	mo https://opengameart.org/content/anime-female-body roi tai tay
/content/alien-space	Alien Space	?	CC0	3D Art	mo https://opengameart.org/content/alien-space roi tai tay
/content/barrels	Barrels	?	CC0	3D Art	mo https://opengameart.org/content/barrels roi tai tay
/content/lowpoly-public-transport	LowPoly Public Transport	?	CC0	3D Art	mo https://opengameart.org/content/lowpoly-public-transport roi tai tay
/content/free-3d-platformer-houses	free 3d-platformer houses	?	CC0	3D Art	mo https://opengameart.org/content/free-3d-platformer-houses roi tai tay
/content/staff-1	Staff	?	CC0	3D Art	mo https://opengameart.org/content/staff-1 roi tai tay
/content/stylized-wildmill-isometric-with-parts-to-build-animationand-blend	Stylized Wildmill (Isometric with parts to build animation)(and .blend)	?	CC0	3D Art	mo https://opengameart.org/content/stylized-wildmill-isometric-with-parts-to-build-animationand-blend roi tai tay
/content/psx-style-cars	PSX Style Cars	?	CC0	3D Art	mo https://opengameart.org/content/psx-style-cars roi tai tay
/content/screw-nut	Screw-nut	?	CC0	3D Art	mo https://opengameart.org/content/screw-nut roi tai tay
/content/low-poly-atms	Low-Poly ATMs	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-atms roi tai tay
/content/octaminator-engine-ready	Octaminator (Engine-Ready)	?	CC0	3D Art	mo https://opengameart.org/content/octaminator-engine-ready roi tai tay
/content/pbr-machete-cc0	PBR MACHETE (CC0)	?	CC0	3D Art	mo https://opengameart.org/content/pbr-machete-cc0 roi tai tay
/content/modular-sci-fi-megakit	Modular Sci-Fi MegaKit	?	CC0	3D Art	mo https://opengameart.org/content/modular-sci-fi-megakit roi tai tay
/content/plants-low-poly	Plants - low poly	?	CC0	3D Art	mo https://opengameart.org/content/plants-low-poly roi tai tay
/content/universal-animation-library-2	Universal Animation Library 2	?	CC0	3D Art	mo https://opengameart.org/content/universal-animation-library-2 roi tai tay
/content/torch	Torch	?	CC0	3D Art	mo https://opengameart.org/content/torch roi tai tay
/content/dungeon-hallway	Dungeon hallway	?	CC0	3D Art	mo https://opengameart.org/content/dungeon-hallway roi tai tay
/content/cc0-morning-star	CC0 Morning Star	?	CC0	3D Art	mo https://opengameart.org/content/cc0-morning-star roi tai tay
/content/niebs-tesseract-mapmodels	Nieb's Tesseract mapmodels	?	CC0	3D Art	mo https://opengameart.org/content/niebs-tesseract-mapmodels roi tai tay
/content/human-heart	Human Heart	?	CC0	3D Art	mo https://opengameart.org/content/human-heart roi tai tay
/content/upcomb-hair-style-for-male-model	Upcomb hair style for male model	?	CC0	3D Art	mo https://opengameart.org/content/upcomb-hair-style-for-male-model roi tai tay
/content/low-poly-desert-assets	Low poly desert assets	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-desert-assets roi tai tay
/content/steampunk-goggles	Steampunk Goggles	?	CC0	3D Art	mo https://opengameart.org/content/steampunk-goggles roi tai tay
/content/weapon-box-pack-3	Weapon Box pack 3	?	CC0	3D Art	mo https://opengameart.org/content/weapon-box-pack-3 roi tai tay
/content/3d-dungeon-modular-wall-set-1	3D dungeon modular wall set - 1	?	CC0	3D Art	mo https://opengameart.org/content/3d-dungeon-modular-wall-set-1 roi tai tay
/content/fence-variation	Fence variation	?	CC0	3D Art	mo https://opengameart.org/content/fence-variation roi tai tay
/content/shipyard-v07-extracted	Shipyard v0.7 Extracted	?	CC0	3D Art	mo https://opengameart.org/content/shipyard-v07-extracted roi tai tay
/content/free-low-poly-vehicles-pack	Free Low Poly Vehicles Pack	?	CC0	3D Art	mo https://opengameart.org/content/free-low-poly-vehicles-pack roi tai tay
/content/low-poly-shark	Low-poly Shark	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-shark roi tai tay
/content/3d-swords-lowpol-cc0	3D swords lowpol (CC0).	?	CC0	3D Art	mo https://opengameart.org/content/3d-swords-lowpol-cc0 roi tai tay
/content/crocodile	Crocodile	?	CC0	3D Art	mo https://opengameart.org/content/crocodile roi tai tay
/content/hammer	Hammer	?	CC0	3D Art	mo https://opengameart.org/content/hammer roi tai tay
/content/isometric-rendering-setup-for-blender	Isometric rendering setup for Blender	?	CC0	3D Art	mo https://opengameart.org/content/isometric-rendering-setup-for-blender roi tai tay
/content/boneman	Boneman	?	CC0	3D Art	mo https://opengameart.org/content/boneman roi tai tay
/content/golden-gamer-collection-legend	Golden Gamer Collection : Legend	?	CC0	3D Art	mo https://opengameart.org/content/golden-gamer-collection-legend roi tai tay
/content/medieval-tools-pack	Medieval Tools Pack	?	CC0	3D Art	mo https://opengameart.org/content/medieval-tools-pack roi tai tay
/content/3d-apocalyptic-building-city-cc0	3D Apocalyptic Building / City (CC0)	?	CC0	3D Art	mo https://opengameart.org/content/3d-apocalyptic-building-city-cc0 roi tai tay
/content/voxel-low-poly-hybrid-cave-pack	voxel / low-poly hybrid cave pack	?	CC0	3D Art	mo https://opengameart.org/content/voxel-low-poly-hybrid-cave-pack roi tai tay
/content/arcade-machine-pack	Arcade Machine Pack	?	CC0	3D Art	mo https://opengameart.org/content/arcade-machine-pack roi tai tay
/content/free-photogrammetric-rock-cluster	Free Photogrammetric Rock - Cluster	?	CC0	3D Art	mo https://opengameart.org/content/free-photogrammetric-rock-cluster roi tai tay
/content/animal-bestiary	Animal bestiary	?	CC0	3D Art	mo https://opengameart.org/content/animal-bestiary roi tai tay
/content/lowpoly-arcades	Lowpoly Arcades	?	CC0	3D Art	mo https://opengameart.org/content/lowpoly-arcades roi tai tay
/content/low-poly-modern-soldier-rigged	Low Poly Modern Soldier (rigged)	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-modern-soldier-rigged roi tai tay
/content/crafting-items	Crafting items	?	CC0	3D Art	mo https://opengameart.org/content/crafting-items roi tai tay
/content/3d-dungeon-modular-wall-set-2	3D dungeon modular wall set - 2	?	CC0	3D Art	mo https://opengameart.org/content/3d-dungeon-modular-wall-set-2 roi tai tay
/content/muffin	Muffin	?	CC0	3D Art	mo https://opengameart.org/content/muffin roi tai tay
/content/ps1-style-rpg-weapons	PS1 Style RPG Weapons	?	CC0	3D Art	mo https://opengameart.org/content/ps1-style-rpg-weapons roi tai tay
/content/anime-male-body	Anime male body	?	CC0	3D Art	mo https://opengameart.org/content/anime-male-body roi tai tay
/content/prototype-kit	Prototype Kit	?	CC0	3D Art	mo https://opengameart.org/content/prototype-kit roi tai tay
/content/torque3d-port-of-nobiax-modular-building-set	Torque3D port of nobiax modular building set	?	CC0	3D Art	mo https://opengameart.org/content/torque3d-port-of-nobiax-modular-building-set roi tai tay
/content/basic-grass	Basic Grass	?	CC0	3D Art	mo https://opengameart.org/content/basic-grass roi tai tay
/content/hippo	Hippo	?	CC0	3D Art	mo https://opengameart.org/content/hippo roi tai tay
/content/house-set-low-poly	House set ( Low poly )	?	CC0	3D Art	mo https://opengameart.org/content/house-set-low-poly roi tai tay
/content/dog-house	Dog House	?	CC0	3D Art	mo https://opengameart.org/content/dog-house roi tai tay
/content/table-0	Table	?	CC0	3D Art	mo https://opengameart.org/content/table-0 roi tai tay
/content/neon-town	Neon Town	?	CC0	3D Art	mo https://opengameart.org/content/neon-town roi tai tay
/content/55-voxel-creatures	55 voxel creatures	?	CC0	3D Art	mo https://opengameart.org/content/55-voxel-creatures roi tai tay
/content/cups-and-bottles-little-pack	Cups and bottles little pack	?	CC0	3D Art	mo https://opengameart.org/content/cups-and-bottles-little-pack roi tai tay
/content/beisa-oryx-a-type-of-antelope	Beisa Oryx (a type of antelope)	?	CC0	3D Art	mo https://opengameart.org/content/beisa-oryx-a-type-of-antelope roi tai tay
/content/double-axe	Double Axe	?	CC0	3D Art	mo https://opengameart.org/content/double-axe roi tai tay
/content/wood-door	wood door	?	CC0	3D Art	mo https://opengameart.org/content/wood-door roi tai tay
/content/survival-wood-shackshelter-and-objects	Survival wood shack/shelter and objects	?	CC0	3D Art	mo https://opengameart.org/content/survival-wood-shackshelter-and-objects roi tai tay
/content/lowpoly-pirate-props	LowPoly Pirate Props	?	CC0	3D Art	mo https://opengameart.org/content/lowpoly-pirate-props roi tai tay
/content/tiny-treats-baked-goods-set	Tiny Treats - Baked Goods set	?	CC0	3D Art	mo https://opengameart.org/content/tiny-treats-baked-goods-set roi tai tay
/content/dwarf-beer-barrel-opendungeons	Dwarf Beer Barrel [OpenDungeons]	?	CC0	3D Art	mo https://opengameart.org/content/dwarf-beer-barrel-opendungeons roi tai tay
/content/futuristic-chair	Futuristic Chair	?	CC0	3D Art	mo https://opengameart.org/content/futuristic-chair roi tai tay
/content/3d-fantasy-low-poly-weapons	3D fantasy low-poly weapons	?	CC0	3D Art	mo https://opengameart.org/content/3d-fantasy-low-poly-weapons roi tai tay
/content/hats-clothing-props	Hats / Clothing / Props	?	CC0	3D Art	mo https://opengameart.org/content/hats-clothing-props roi tai tay
/content/crowbar	Crowbar	?	CC0	3D Art	mo https://opengameart.org/content/crowbar roi tai tay
/content/low-poly-nature-pack	Low Poly Nature Pack	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-nature-pack roi tai tay
/content/handpainted-stylized-sword	handpainted stylized sword	?	CC0	3D Art	mo https://opengameart.org/content/handpainted-stylized-sword roi tai tay
/content/voxel-mech-sniper	Voxel Mech & Sniper	?	CC0	3D Art	mo https://opengameart.org/content/voxel-mech-sniper roi tai tay
/content/ye-olde-technology-pack-02	Ye Olde Technology Pack 02	?	CC0	3D Art	mo https://opengameart.org/content/ye-olde-technology-pack-02 roi tai tay
/content/sinuous-toon-tree	Sinuous Toon Tree	?	CC0	3D Art	mo https://opengameart.org/content/sinuous-toon-tree roi tai tay
/content/lowpoly-blade-runner-case	Lowpoly Blade Runner case	?	CC0	3D Art	mo https://opengameart.org/content/lowpoly-blade-runner-case roi tai tay
/content/low-poly-pack-%E2%80%93-space-discovery	Low Poly Pack – Space Discovery	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-pack-%E2%80%93-space-discovery roi tai tay
/content/low-poly-axe-0	Low poly axe	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-axe-0 roi tai tay
/content/apple-1	Apple	?	CC0	3D Art	mo https://opengameart.org/content/apple-1 roi tai tay
/content/free-photogrammetric-rock	Free Photogrammetric Rock	?	CC0	3D Art	mo https://opengameart.org/content/free-photogrammetric-rock roi tai tay
/content/alien-artifacts-sculptures-high-poly	Alien Artifacts Sculptures High Poly	?	CC0	3D Art	mo https://opengameart.org/content/alien-artifacts-sculptures-high-poly roi tai tay
/content/small-axe	Small Axe	?	CC0	3D Art	mo https://opengameart.org/content/small-axe roi tai tay
/content/fantasy-sword	Fantasy Sword	?	CC0	3D Art	mo https://opengameart.org/content/fantasy-sword roi tai tay
/content/futuristic-3d-soldier	Futuristic 3D Soldier	?	CC0	3D Art	mo https://opengameart.org/content/futuristic-3d-soldier roi tai tay
/content/unity-hit-vfx-volume-2	Unity Hit VFX Volume 2	?	CC0	3D Art	mo https://opengameart.org/content/unity-hit-vfx-volume-2 roi tai tay
/content/survival-kit	Survival Kit	?	CC0	3D Art	mo https://opengameart.org/content/survival-kit roi tai tay
/content/mini-arcade	Mini Arcade	?	CC0	3D Art	mo https://opengameart.org/content/mini-arcade roi tai tay
/content/broken-heart-sword	Broken Heart Sword	?	CC0	3D Art	mo https://opengameart.org/content/broken-heart-sword roi tai tay
/content/side-parting-hairstyle-for-male-model	Side parting hairstyle for male model	?	CC0	3D Art	mo https://opengameart.org/content/side-parting-hairstyle-for-male-model roi tai tay
/content/low-poly-house-items-12	Low Poly House Items 1/2	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-house-items-12 roi tai tay
/content/scythe	Scythe	?	CC0	3D Art	mo https://opengameart.org/content/scythe roi tai tay
/content/wooden-chair	Wooden chair	?	CC0	3D Art	mo https://opengameart.org/content/wooden-chair roi tai tay
/content/dungeon-bend	Dungeon bend	?	CC0	3D Art	mo https://opengameart.org/content/dungeon-bend roi tai tay
/content/5-low-poly-trees	5 low poly trees	?	CC0	3D Art	mo https://opengameart.org/content/5-low-poly-trees roi tai tay
/content/racing-kart	Racing Kart	?	CC0	3D Art	mo https://opengameart.org/content/racing-kart roi tai tay
/content/ponytail-hair-style-for-female-model	Ponytail hair style for female model	?	CC0	3D Art	mo https://opengameart.org/content/ponytail-hair-style-for-female-model roi tai tay
/content/low-poly-tank-assets-0	Low poly tank assets	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-tank-assets-0 roi tai tay
/content/old-computer-0	old computer	?	CC0	3D Art	mo https://opengameart.org/content/old-computer-0 roi tai tay
/content/wooden-building-block	Wooden Building Block	?	CC0	3D Art	mo https://opengameart.org/content/wooden-building-block roi tai tay
/content/canal-bridge	Canal bridge	?	CC0	3D Art	mo https://opengameart.org/content/canal-bridge roi tai tay
/content/alien-bug-animated	Alien Bug Animated	?	CC0	3D Art	mo https://opengameart.org/content/alien-bug-animated roi tai tay
/content/medieval-weapon-set	Medieval weapon set	?	CC0	3D Art	mo https://opengameart.org/content/medieval-weapon-set roi tai tay
/content/low-poly-torchwithout-flame	Low-poly torch(without flame)	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-torchwithout-flame roi tai tay
/content/mutant-grunt	Mutant Grunt	?	CC0	3D Art	mo https://opengameart.org/content/mutant-grunt roi tai tay
/content/isometric-sprite-rendering-scene	Isometric Sprite Rendering Scene	?	CC0	3D Art	mo https://opengameart.org/content/isometric-sprite-rendering-scene roi tai tay
/content/soviet-panel-apartment-house-3d	Soviet Panel Apartment House 3D	?	CC0	3D Art	mo https://opengameart.org/content/soviet-panel-apartment-house-3d roi tai tay
/content/3d-dungeon-debris-skull-and-bones	3D dungeon debris - skull and bones	?	CC0	3D Art	mo https://opengameart.org/content/3d-dungeon-debris-skull-and-bones roi tai tay
/content/trashcan	Trashcan	?	CC0	3D Art	mo https://opengameart.org/content/trashcan roi tai tay
/content/achilles-spartan-greek-warrior	Achilles Spartan Greek Warrior	?	CC0	3D Art	mo https://opengameart.org/content/achilles-spartan-greek-warrior roi tai tay
/content/low-poly-halloween-kit	Low-Poly Halloween Kit	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-halloween-kit roi tai tay
/content/low-poly-fighter-pilot-rigged	Low Poly Fighter Pilot (rigged)	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-fighter-pilot-rigged roi tai tay
/content/gas-wall-lantern-3d-model	Gas Wall Lantern 3D Model	?	CC0	3D Art	mo https://opengameart.org/content/gas-wall-lantern-3d-model roi tai tay
/content/wood-stuff	Wood Stuff	?	CC0	3D Art	mo https://opengameart.org/content/wood-stuff roi tai tay
/content/pbr-industrial-asset-pack	PBR Industrial Asset Pack	?	CC0	3D Art	mo https://opengameart.org/content/pbr-industrial-asset-pack roi tai tay
/content/low-poly-male-model	Low Poly Male Model	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-male-model roi tai tay
/content/a-watermelon	A watermelon	?	CC0	3D Art	mo https://opengameart.org/content/a-watermelon roi tai tay
/content/hand-painted-bunny-unrigged-version	Hand-painted bunny (unrigged version)	?	CC0	3D Art	mo https://opengameart.org/content/hand-painted-bunny-unrigged-version roi tai tay
/content/shell	Shell	?	CC0	3D Art	mo https://opengameart.org/content/shell roi tai tay
/content/textured-medieval-sign	Textured Medieval Sign	?	CC0	3D Art	mo https://opengameart.org/content/textured-medieval-sign roi tai tay
/content/3d-vehicles-pack	3D Vehicles Pack	?	CC0	3D Art	mo https://opengameart.org/content/3d-vehicles-pack roi tai tay
/content/dice-low-poly	Dice (low poly)	?	CC0	3D Art	mo https://opengameart.org/content/dice-low-poly roi tai tay
/content/4-minerals	4 Minerals	?	CC0	3D Art	mo https://opengameart.org/content/4-minerals roi tai tay
/content/fantasy-torch-pack-4	fantasy torch pack 4	?	CC0	3D Art	mo https://opengameart.org/content/fantasy-torch-pack-4 roi tai tay
/content/flying-squirrel	Flying Squirrel	?	CC0	3D Art	mo https://opengameart.org/content/flying-squirrel roi tai tay
/content/exploding-spider-demon	EXploding Spider-Demon	?	CC0	3D Art	mo https://opengameart.org/content/exploding-spider-demon roi tai tay
/content/dungeon-builder-tile-set	Dungeon Builder Tile Set	?	CC0	3D Art	mo https://opengameart.org/content/dungeon-builder-tile-set roi tai tay
/content/kind-of-a-gas-tank	Kind of a Gas Tank	?	CC0	3D Art	mo https://opengameart.org/content/kind-of-a-gas-tank roi tai tay
/content/3d-keycard	3d Keycard	?	CC0	3D Art	mo https://opengameart.org/content/3d-keycard roi tai tay
/content/3d-shuriken-pack	3D Shuriken Pack	?	CC0	3D Art	mo https://opengameart.org/content/3d-shuriken-pack roi tai tay
/content/high-poly-church-bell	High-poly church bell	?	CC0	3D Art	mo https://opengameart.org/content/high-poly-church-bell roi tai tay
/content/dungeon-large-tiles	Dungeon large tiles	?	CC0	3D Art	mo https://opengameart.org/content/dungeon-large-tiles roi tai tay
/content/bge-material-library-v-100	BGE Material Library V 1.0.0	?	CC0	3D Art	mo https://opengameart.org/content/bge-material-library-v-100 roi tai tay
/content/low-poly-3d-female	Low poly 3d Female	?	CC0	3D Art	mo https://opengameart.org/content/low-poly-3d-female roi tai tay
/content/plastic-bomb-pack	Plastic Bomb Pack	?	CC0	3D Art	mo https://opengameart.org/content/plastic-bomb-pack roi tai tay
/content/auroch-male-and-female	Auroch (Male and female)	?	CC0	3D Art	mo https://opengameart.org/content/auroch-male-and-female roi tai tay
/content/office-set-two	Office Set Two	?	CC0	3D Art	mo https://opengameart.org/content/office-set-two roi tai tay
/content/polygon-world-0	Polygon World	?	CC0	3D Art	mo https://opengameart.org/content/polygon-world-0 roi tai tay
/content/knight-rigged-mid-poly	Knight (Rigged - Mid Poly)	?	CC0	3D Art	mo https://opengameart.org/content/knight-rigged-mid-poly roi tai tay
/content/esox-animated-fish	Esox - Animated Fish	?	CC0	3D Art	mo https://opengameart.org/content/esox-animated-fish roi tai tay
/content/ultimate-space-kit-by-quaternius	Ultimate Space Kit by Quaternius	?	CC0	3D Art	mo https://opengameart.org/content/ultimate-space-kit-by-quaternius roi tai tay
/content/space-station	Space Station	?	CC0	3D Art	mo https://opengameart.org/content/space-station roi tai tay
/content/rusty-old-fan	Rusty old Fan	?	CC0	3D Art	mo https://opengameart.org/content/rusty-old-fan roi tai tay
/content/shield-of-death	Shield of death	?	CC0	3D Art	mo https://opengameart.org/content/shield-of-death roi tai tay
/content/magician-hat-stick	Magician Hat & Stick	?	CC0	3D Art	mo https://opengameart.org/content/magician-hat-stick roi tai tay
/content/chainsaw	Chainsaw	?	CC0	3D Art	mo https://opengameart.org/content/chainsaw roi tai tay
/content/medium-terran-space-ship	Medium Terran Space Ship	?	CC0	3D Art	mo https://opengameart.org/content/medium-terran-space-ship roi tai tay
/content/openeyes-medial-pack-v1-0	OpenEyes Medial Pack v1	?	CC0	3D Art	mo https://opengameart.org/content/openeyes-medial-pack-v1-0 roi tai tay
/content/3d-model-of-a-computer-monitor-and-desk	3D Model of a Computer, Monitor, and Desk	?	CC0	3D Art	mo https://opengameart.org/content/3d-model-of-a-computer-monitor-and-desk roi tai tay
